Id,SalePrice
1461,136623.12
1462,166049.88
1463,178844.48
1464,208425.38
1465,217664.73
1466,169987.38
1467,186938.0
1468,173001.7
1469,193107.9
1470,125754.3
1471,197084.02
1472,89515.39
1473,98461.45
1474,162121.34
1475,108466.24
1476,275143.88
1477,247536.27
1478,238545.66
1479,303012.75
1480,419888.34
1481,283674.53
1482,217564.03
1483,174839.7
1484,153604.23
1485,179126.22
1486,211424.28
1487,295653.97
1488,242923.97
1489,199796.31
1490,199615.56
1491,193606.97
1492,121812.98
1493,214753.5
1494,304300.0
1495,315802.03
1496,212142.39
1497,189735.0
1498,161117.23
1499,149962.7
1500,150035.7
1501,202399.92
1502,153670.3
1503,309556.53
1504,271200.47
1505,242481.05
1506,225181.14
1507,250726.56
1508,204988.39
1509,184757.6
1510,172186.38
1511,168210.11
1512,179786.67
1513,163641.75
1514,139728.75
1515,208172.66
1516,193021.81
1517,140863.9
1518,144388.39
1519,232988.27
1520,147851.28
1521,153134.48
1522,191006.19
1523,100119.71
1524,128041.94
1525,135235.88
1526,132365.86
1527,120642.2
1528,141760.78
1529,162132.22
1530,187640.6
1531,155166.3
1532,117164.9
1533,170041.1
1534,110905.08
1535,191682.72
1536,130221.9
1537,86837.02
1538,208930.61
1539,272913.56
1540,130268.83
1541,184972.36
1542,165363.45
1543,262564.56
1544,105846.12
1545,117888.55
1546,133873.5
1547,143334.44
1548,144242.52
1549,133205.73
1550,162839.8
1551,125632.61
1552,165911.52
1553,152703.11
1554,114860.2
1555,211686.34
1556,91903.89
1557,121800.97
1558,107716.32
1559,130706.5
1560,178664.72
1561,178482.12
1562,151107.52
1563,127859.01
1564,178428.58
1565,169088.08
1566,266056.84
1567,89787.97
1568,262496.28
1569,169145.94
1570,140975.52
1571,157068.73
1572,158208.2
1573,271864.03
1574,122830.18
1575,246846.62
1576,232279.38
1577,199877.19
1578,174835.6
1579,148728.94
1580,239603.77
1581,156622.95
1582,144574.34
1583,211497.23
1584,254816.17
1585,150437.64
1586,89662.92
1587,104493.22
1588,165851.7
1589,114490.72
1590,139876.11
1591,118193.94
1592,143057.25
1593,137358.14
1594,284163.88
1595,137689.97
1596,261716.62
1597,216533.72
1598,219065.73
1599,240198.6
1600,209914.61
1601,78689.17
1602,132834.22
1603,112061.78
1604,252890.88
1605,266397.47
1606,178507.12
1607,220418.83
1608,209627.58
1609,189694.34
1610,144172.62
1611,167781.06
1612,166054.44
1613,165066.39
1614,112571.23
1615,91438.93
1616,90803.97
1617,101119.05
1618,135429.62
1619,148593.67
1620,159474.4
1621,151308.64
1622,163178.8
1623,299831.72
1624,220380.28
1625,145721.66
1626,191986.16
1627,213947.97
1628,305594.3
1629,196023.36
1630,189108.6
1631,223015.67
1632,280521.12
1633,180486.19
1634,205104.72
1635,210282.34
1636,169008.44
1637,215768.81
1638,237944.25
1639,214011.75
1640,279285.56
1641,220131.72
1642,262938.1
1643,261034.73
1644,261811.97
1645,199422.05
1646,161341.36
1647,193730.12
1648,163101.34
1649,150019.42
1650,134207.05
1651,134646.7
1652,95888.88
1653,96935.84
1654,166397.64
1655,146987.14
1656,159822.55
1657,166986.23
1658,160247.45
1659,127331.67
1660,162580.0
1661,317481.84
1662,328842.72
1663,368081.94
1664,200725.64
1665,259323.62
1666,213181.31
1667,375073.3
1668,286444.1
1669,272909.75
1670,329280.88
1671,297533.2
1672,192328.19
1673,267758.78
1674,252241.97
1675,193254.5
1676,202057.89
1677,224857.75
1678,182413.83
1679,201644.38
1680,365520.66
1681,236318.5
1682,277526.97
1683,185150.34
1684,177100.7
1685,183372.42
1686,164010.2
1687,177042.17
1688,209650.11
1689,205808.66
1690,210046.94
1691,187479.23
1692,282223.7
1693,178630.89
1694,200741.8
1695,170606.48
1696,333719.3
1697,197683.84
1698,338424.22
1699,344891.62
1700,280413.16
1701,305778.9
1702,271747.78
1703,263397.16
1704,302730.1
1705,230647.69
1706,169839.12
1707,227076.61
1708,215937.7
1709,248717.84
1710,244325.95
1711,240761.4
1712,309362.88
1713,273843.0
1714,235214.44
1715,228873.05
1716,211810.2
1717,173073.92
1718,134013.64
1719,246273.92
1720,255776.66
1721,185264.6
1722,135687.44
1723,163515.47
1724,216794.75
1725,268426.1
1726,193557.44
1727,161421.34
1728,196798.53
1729,197091.22
1730,177531.31
1731,142548.06
1732,156325.6
1733,131119.1
1734,132444.9
1735,146467.2
1736,135983.3
1737,203352.38
1738,243216.48
1739,283791.6
1740,187903.97
1741,200132.36
1742,189653.89
1743,176771.66
1744,333543.72
1745,238541.69
1746,235224.17
1747,263454.1
1748,243059.92
1749,162653.0
1750,161657.11
1751,283716.72
1752,126984.945
1753,159457.56
1754,256042.62
1755,189517.73
1756,139836.05
1757,124065.37
1758,179555.39
1759,219473.83
1760,167487.62
1761,172863.86
1762,202524.89
1763,184478.72
1764,124800.414
1765,209305.84
1766,195198.4
1767,214862.64
1768,149914.56
1769,199124.92
1770,150739.27
1771,147264.28
1772,169283.67
1773,161667.39
1774,152442.0
1775,145490.95
1776,138879.83
1777,129241.97
1778,121951.21
1779,125979.78
1780,211909.55
1781,137566.44
1782,97189.945
1783,141859.7
1784,105039.19
1785,118004.57
1786,166551.0
1787,217648.14
1788,74454.44
1789,126287.63
1790,83768.41
1791,198058.45
1792,170244.47
1793,160632.1
1794,159596.4
1795,148309.89
1796,122259.35
1797,132091.42
1798,128040.35
1799,121289.375
1800,128878.56
1801,146832.88
1802,179194.31
1803,173890.17
1804,153198.08
1805,145432.66
1806,139535.17
1807,182584.62
1808,136344.78
1809,135447.8
1810,166789.25
1811,140053.38
1812,122492.67
1813,129445.05
1814,108058.69
1815,57950.758
1816,99470.98
1817,119752.336
1818,170676.25
1819,122866.73
1820,75959.25
1821,152429.23
1822,176023.89
1823,68738.33
1824,149630.16
1825,149208.62
1826,110056.03
1827,121492.586
1828,157408.12
1829,141181.27
1830,179378.2
1831,225078.33
1832,117560.88
1833,190985.84
1834,144678.62
1835,208512.34
1836,165876.27
1837,112737.48
1838,139875.69
1839,90358.484
1840,151704.44
1841,147183.48
1842,93578.71
1843,157429.86
1844,138436.11
1845,155013.72
1846,158106.42
1847,182821.89
1848,63328.164
1849,154978.78
1850,131394.16
1851,187487.81
1852,135134.9
1853,129614.68
1854,198234.81
1855,159648.17
1856,250452.22
1857,180662.62
1858,155226.86
1859,148418.38
1860,174791.92
1861,148696.25
1862,357193.0
1863,360504.7
1864,360505.0
1865,309195.88
1866,338344.25
1867,261191.94
1868,356963.88
1869,213762.86
1870,257463.44
1871,245530.61
1872,191766.95
1873,274144.8
1874,163762.75
1875,231971.62
1876,222002.75
1877,238210.17
1878,226496.23
1879,152835.3
1880,159288.14
1881,265096.28
1882,284478.94
1883,216544.62
1884,244369.5
1885,272844.28
1886,339673.03
1887,226620.83
1888,249753.8
1889,170966.7
1890,157026.05
1891,139951.5
1892,107370.07
1893,147236.31
1894,165145.02
1895,180553.9
1896,116677.28
1897,113738.88
1898,112156.06
1899,160299.1
1900,153745.0
1901,174769.94
1902,156533.94
1903,231344.02
1904,149623.72
1905,206953.94
1906,176502.12
1907,260649.34
1908,109270.26
1909,134147.88
1910,124582.67
1911,204128.52
1912,324869.12
1913,196735.12
1914,90019.74
1915,230252.0
1916,77216.72
1917,286876.84
1918,141947.6
1919,186709.81
1920,174271.72
1921,197000.66
1922,312877.56
1923,226536.77
1924,231995.9
1925,260663.92
1926,179891.55
1927,148156.81
1928,188218.39
1929,129508.55
1930,122348.22
1931,152457.83
1932,154291.89
1933,204084.0
1934,220456.23
1935,189639.98
1936,219914.67
1937,195011.7
1938,180700.81
1939,258876.8
1940,219959.4
1941,199548.48
1942,207679.78
1943,213669.89
1944,276839.84
1945,384730.0
1946,151747.88
1947,317342.2
1948,194540.23
1949,277125.25
1950,208921.77
1951,336571.5
1952,300452.5
1953,185111.69
1954,235197.61
1955,151194.1
1956,345331.5
1957,184656.69
1958,358312.2
1959,170128.78
1960,135846.34
1961,134980.94
1962,93263.76
1963,102362.51
1964,119824.27
1965,166813.84
1966,142416.38
1967,259234.83
1968,200309.02
1969,347523.16
1970,299084.12
1971,343589.34
1972,297998.8
1973,279999.78
1974,317452.2
1975,195755.89
1976,275211.1
1977,386723.03
1978,299101.8
1979,347623.3
1980,192166.38
1981,302556.53
1982,237686.39
1983,212040.56
1984,160850.17
1985,228000.53
1986,247166.48
1987,174739.5
1988,179686.0
1989,220346.75
1990,249705.0
1991,232553.06
1992,257737.75
1993,171348.81
1994,297993.22
1995,218872.34
1996,334147.22
1997,284543.34
1998,216821.95
1999,277180.8
2000,302925.2
2001,284403.06
2002,262911.2
2003,271506.5
2004,310847.5
2005,231983.06
2006,246715.95
2007,259296.36
2008,201364.3
2009,197979.48
2010,210210.16
2011,154094.28
2012,181435.56
2013,205741.78
2014,221561.22
2015,217345.56
2016,218766.14
2017,226022.25
2018,140261.73
2019,142623.38
2020,129686.76
2021,106902.16
2022,216724.1
2023,177139.95
2024,262438.72
2025,311007.12
2026,176374.81
2027,163347.45
2028,170029.22
2029,173416.42
2030,273194.12
2031,250396.73
2032,245953.64
2033,262348.34
2034,158974.53
2035,254368.3
2036,175315.72
2037,186569.4
2038,260495.6
2039,238652.6
2040,424949.94
2041,304729.72
2042,232020.06
2043,198214.73
2044,216186.64
2045,243119.9
2046,155159.97
2047,180285.33
2048,152036.5
2049,170326.97
2050,220801.12
2051,109730.266
2052,143785.81
2053,144050.89
2054,77362.91
2055,177038.7
2056,140491.89
2057,126317.64
2058,229483.64
2059,138857.48
2060,181621.1
2061,207211.67
2062,138611.05
2063,120869.47
2064,146491.42
2065,133737.56
2066,201128.31
2067,133077.22
2068,192000.0
2069,93905.04
2070,103138.53
2071,103555.45
2072,158303.66
2073,146100.16
2074,217334.94
2075,155448.95
2076,120928.79
2077,157015.53
2078,126435.375
2079,156740.6
2080,124347.75
2081,130019.664
2082,178343.11
2083,165095.6
2084,108081.47
2085,129819.945
2086,137836.38
2087,141712.58
2088,120707.195
2089,87036.47
2090,149376.66
2091,144493.89
2092,152141.28
2093,178662.84
2094,138603.4
2095,175182.83
2096,92323.79
2097,107081.164
2098,175544.88
2099,65921.03
2100,104222.375
2101,150901.75
2102,175295.12
2103,108998.39
2104,192400.48
2105,129671.34
2106,73582.17
2107,253651.62
2108,134405.94
2109,120177.58
2110,133061.92
2111,187840.73
2112,172685.22
2113,142982.12
2114,118776.195
2115,189888.25
2116,121173.14
2117,187066.34
2118,123600.41
2119,124749.25
2120,126840.1
2121,128816.86
2122,108556.47
2123,99065.09
2124,223459.48
2125,176897.17
2126,174756.94
2127,202942.52
2128,151268.7
2129,124999.33
2130,165726.39
2131,182246.08
2132,129535.14
2133,132431.08
2134,132247.02
2135,101374.45
2136,68613.734
2137,132674.78
2138,146615.0
2139,150143.2
2140,134476.75
2141,141098.64
2142,132414.28
2143,149196.39
2144,122314.555
2145,129938.56
2146,177576.31
2147,182087.5
2148,154580.66
2149,141080.89
2150,228106.11
2151,116039.22
2152,180618.92
2153,179190.38
2154,123185.516
2155,148742.88
2156,372195.38
2157,245773.61
2158,258117.16
2159,235360.95
2160,170326.81
2161,259506.0
2162,194213.62
2163,306141.8
2164,269851.62
2165,210305.97
2166,160524.77
2167,228415.62
2168,235636.66
2169,222144.89
2170,259211.34
2171,174125.98
2172,151874.95
2173,183262.34
2174,230973.45
2175,333229.0
2176,231847.55
2177,253982.16
2178,230790.11
2179,148239.23
2180,177648.78
2181,194902.22
2182,217656.03
2183,200161.77
2184,128701.805
2185,119141.086
2186,161627.31
2187,160210.75
2188,170557.34
2189,202621.92
2190,98364.695
2191,100372.664
2192,98863.49
2193,95812.87
2194,107974.44
2195,123592.99
2196,106394.87
2197,134288.39
2198,181264.11
2199,200057.89
2200,136071.36
2201,121976.77
2202,207841.66
2203,160487.2
2204,217367.44
2205,109242.805
2206,136689.44
2207,244862.52
2208,267466.12
2209,268588.8
2210,121947.68
2211,121042.18
2212,117049.01
2213,105914.41
2214,176809.39
2215,106160.93
2216,187434.31
2217,83722.73
2218,111197.125
2219,102527.46
2220,83065.09
2221,245085.31
2222,215957.12
2223,247035.33
2224,230809.73
2225,133139.39
2226,194638.52
2227,218882.17
2228,253980.98
2229,276998.34
2230,152372.06
2231,215450.88
2232,193844.98
2233,190888.56
2234,235118.0
2235,210291.06
2236,346203.38
2237,190271.47
2238,222320.42
2239,124971.85
2240,175387.28
2241,169416.42
2242,136677.06
2243,147535.27
2244,99439.42
2245,90186.23
2246,148212.77
2247,109695.875
2248,125762.34
2249,128645.23
2250,144682.72
2251,134300.97
2252,211386.06
2253,165492.72
2254,188678.12
2255,230435.53
2256,193613.88
2257,210806.66
2258,178382.6
2259,181465.38
2260,166299.25
2261,211755.3
2262,238947.72
2263,334213.12
2264,414587.8
2265,189190.08
2266,282405.44
2267,299751.03
2268,374616.7
2269,180557.98
2270,196594.77
2271,256881.45
2272,244554.25
2273,175194.66
2274,177587.98
2275,199550.27
2276,228846.69
2277,226394.22
2278,176463.2
2279,127204.56
2280,141877.06
2281,174850.56
2282,172865.88
2283,104991.414
2284,111429.72
2285,149518.38
2286,136851.14
2287,319640.28
